3/2,Orc
3/3-5,Galka
3/6,Hume Male
3/11,Hume Female
3/16,Elvaan Male
3/21,Elvaan Female
3/25,Home Point
3/29,Telepoint
3/30,Elevator
3/34,Lion
3/35,Eald'narche
3/36,Kam'lanaut
3/37,Cid
3/38,Prince Trion
3/39,Prince Pieuje
3/40,Princess Claidie
3/41,King Destin
3/42,Shamonde
3/43,Curilla
3/44,Cornelia
3/45,President Karst
3/46,Gumbah
3/47,Dark Messenger
3/48,Ajido-Marujido (Book)
3/49,Star Sibyl
3/50,Perih Vashai
3/51,Cardian
3/52,Aldo
3/53,Verena
3/55,Volker
3/56,Moogle
3/57,Zilart
3/59,Goblin
3/60-63,Chocobo
3/64-67,Hume Grandpa
3/68-71,Hume Grandma
3/72-75,Hume Uncle
3/76-79,Hume Aunt
3/80-82,Hume Lady
3/83,Tarutaru Male
3/84-87,Hume Male
3/88,Hume Boy
3/92,Hume Girl
3/93,Kaede
3/96,Elvaan Male
3/100,Maat
3/101,Hume Female
3/102,Pawkrix
3/103,Chocobo
3/104,Elvaan Friar
3/105,Elvaan Friar (Book)
3/106,Elvaan Friar (Lightbringer)
3/108-109,Elvaan Friar
3/112-115,Elvaan Grandpa
3/116-118,Elvaan Grandma
3/120-122,Galka
3/123,Ajido-Marujido
3/124,Hume Male
3/125,Angelica
3/126,Hume Male
3/127,Hume Grandpa
4/0-1,Elvaan Boy
4/4,Elvaan Girl
4/8,Tosuka-Porika
4/9,Zonpa-Zippa
4/10,Apururu
4/11,Rukususu
4/12-14,Tarutaru Boy
4/15,Tarutaru Boy (Mana Orb)
4/16-18,Tarutaru Girl
4/19,Tarutaru Girl (Mana Orb)
4/20,Galka
4/24-27,Galka Child
4/28-29,Mithra Child
4/35-36;40,Tarutaru Male
4/45,Mithra
4/46,Jacodaut (Culinarians' Guild)
4/47,Amarefice (Capenter's Guild)
4/48,Orechiniel (Tanner's Guild)
4/49,Greubaque (Blacksmith's Guild)
4/50,Ramua (Capenter's Guild)
4/51,Nalta (Troupe Valeriano)
4/52,Elvaan Female
4/53,Ulycille (Capenter's Guild)
4/54,Terude-Harude (Weavers' Guild)
4/55,Pinok-Morok (Blacksmith's Guild)
4/56,Kipo-Opo (Culinarians' Guild)
4/57,Erabu-Fumulubu (Fishing guild)
4/58,Nikkoko (Weavers' Guild)
4/59,Ronana (Boneworker's Guild)
4/60,Wise Owl (Blacksmith's Guild)
4/61,Degong (Fishing guild)
4/62,Dehjal (Troupe Valeriano)
4/63,Tek Lengyon (Tanner's Guild)
4/64,Lih Pituu (Boneworker's Guild)
4/65,Kyaa Taali (Boneworker's Guild)
4/66,Cheh Raihah (Troupe Valeriano)
4/67,Mhe Quryobhi (Fishing guild)
4/68,Hugues (Blacksmith's Guild)
4/69,Sahn (Boat Captain)
4/70,Wulfnoth (Goldsmith's Guild)
4/71,Hakeem (Culinarians' Guild)
4/72,Titus (Alchemists' Guild)
4/73,Ulrike (Goldsmith's Guild)
4/74,Anillah (Weavers' Guild)
4/75,Sieglinde (Alchemists' Guild)
4/77,Azima (Alchemists' Guild)
4/78,Panja-Nanja (Fishing guild)
4/79-80,Mithra
4/83,Galka
4/88,Hume Male (Boat Captain)
4/89,Tarutaru Female
4/90,Tarutaru Male
4/91,Kerutoto (Rhinostery)
4/92,Hariga-Origa (Optistery)
4/93,Sohdede (Optistery)
4/94,Mithra
4/95,Semih Lafihna (Book)
4/96,Nanaa Mihgo
4/97,Mithra
4/98-99,Cardian
4/100-101,Hume Uncle
4/102-103,Bat
4/104-105,Bats
4/106-107,Ahriman
4/108-110,Rabbit
4/111-112,Bee
4/113-114,Leech
4/115-116,Bomb
4/117-120,Scorpion
4/121-122,Cockatrice
4/123,Slime
4/124,Blobdingnag
4/125-126,Goobbue
4/127-5/0,Mandragora
5/1-2,Doll
5/3,Tiger
5/4,Byakko
5/7-8,Raptor
5/9-10,Doomed
5/13-14,Lizard
5/15-16,Dhalmel
5/17,Roc
5/18,Suzaku
5/19-20,Sheep
5/21-22,Ram
5/23-24,Pugil
5/25-26,Sea Monk
5/27-28,Crab
5/29-32,Skeleton
5/33-34,Hound
5/35,Coeurl
5/36-37,Ghost
5/38,Sabotender
5/39,Cactaur Rapido
5/40-41,Funguar
5/42-43,Morbol
5/44-45,Hecteyes
5/46-47,Treant
5/48-49,Sapling
5/50-51,Crawler
5/52,Behemoth
5/53,Elasmoth
5/54-55,Beetle
5/56-59,Magic Pot
5/60-61,Opo-opo
5/62-63,Dragon
5/64-65,Worm
5/66-67,Orcish Machine
5/68,Cardian
5/69-70,Golem
5/71,Fire Elemental
5/72,Ice Elemental
5/73,Air Elemental
5/74,Earth Elemental
5/75,Water Elemental
5/76,Thunder Elemental
5/77,Light Elemental
5/78,Dark Elemental
5/79-80,Bird
5/81-82,Fly
5/83-116,Evil Weapon
5/117-6/16,Goblin
6/32-53,Shadow
6/54;56-69,Skeleton
6/70-93,Yagudo
6/94-118,Orc
6/119-7/18,Quadav
7/19-25,Goblin
7/26-31,Orc
7/32-37,Quadav
7/38-43,Yagudo
7/44-49,Demon
7/50-63,Gigas
7/64-79,Demon
7/80,Shadow Lord
7/81,Dynamis Lord
7/82,Hume Uncle
7/84,Morjean (Book)
7/85,Elvaan Male
7/86,Elvaan Male
7/87,Monberaux
7/88,Elvaan Male
7/89,Elvaan Female
7/90,Tarutaru Male (Bard)
7/91,Mithra (Bard)
7/92,Elvaan Grandma
7/95,Flag (San d'Oria)
7/96,Flag (Bastok)
7/97,Flag (Windurst)
7/98,Beastmen Banner
7/99,Mithra
7/100,Cardian
7/101,Kipopo (Tanner's Guild)
7/102,Cardian
7/103,Tarutaru Boy
7/104,Tarutaru Girl
7/105-107,Mithra
7/108,Hume Male (Airship Captain)
7/109,Upper Jeuno clock minute hand
7/110,Upper Jeuno clock hour hand
7/111,Zeid
7/112,Hume Male (Boat Captain)
7/113,Beadurinc (Blacksmith's Guild)
7/114,Destin (No Cape)
7/115,Zeid (No Sword)
7/116,Jeffrey
7/117-119,Hume Male
7/120,Tarutaru Male (Bard)
7/121,Cardian
7/122,Elvaan Friar
8/1-2,Hume Grandpa
8/7-8,Hume Grandma
8/13-22,Hume Uncle
8/26-31,Hume Aunt
8/32-34,Hume Lady
8/75,Karaha-Baruha (Book)
8/83,Tarutaru Minister
8/107-110,Galka Child
8/113,Treasure Chest
9/5-13,Orc
9/14,Overlord Bakgodek
9/15-25,Orc
9/26-39,Quadav
9/40-55,Yagudo
9/56-127;10/0-7,Skeleton
90/56,Chocobo (Rental)
90/58,Mithran Fishing Rod (Hume Male)
90/59,Composite Fishing Rod (Hume Male)
90/60,Single Hook Fishing Rod (Hume Male)
90/61,Clothspole Fishing Rod (Hume Male)
90/62,Carbon Fishing Rod (Hume Male)
90/63,Glass Fiber Fishing Rod (Hume Male)
90/64,Tarutaru Fishing Rod (Hume Male)
90/65,Bamboo Fishing Rod (Hume Male)
90/66,Fastwater Fishing Rod (Hume Male)
90/67,Willow Fishing Rod (Hume Male)
90/68,Yew Fishing Rod (Hume Male)
90/69,Lu Shang's Fishing Rod (Hume Male)
90/70,Mithran Fishing Rod (Hume Female)
90/71,Composite Fishing Rod (Hume Female)
90/72,Single Hook Fishing Rod (Hume Female)
90/73,Clothspole Fishing Rod (Hume Female)
90/74,Carbon Fishing Rod (Hume Female)
90/75,Glass Fiber Fishing Rod (Hume Female)
90/76,Tarutaru Fishing Rod (Hume Female)
90/77,Bamboo Fishing Rod (Hume Female)
90/78,Fastwater Fishing Rod (Hume Female)
90/79,Willow Fishing Rod (Hume Female)
90/80,Yew Fishing Rod (Hume Female)
90/81,Lu Shang's Fishing Rod (Hume Female)
90/82,Mithran Fishing Rod (Elvaan Male)
90/83,Composite Fishing Rod (Elvaan Male)
90/84,Single Hook Fishing Rod (Elvaan Male)
90/85,Clothspole Fishing Rod (Elvaan Male)
90/86,Carbon Fishing Rod (Elvaan Male)
90/87,Glass Fiber Fishing Rod (Elvaan Male)
90/88,Tarutaru Fishing Rod (Elvaan Male)
90/89,Bamboo Fishing Rod (Elvaan Male)
90/90,Fastwater Fishing Rod (Elvaan Male)
90/91,Willow Fishing Rod (Elvaan Male)
90/92,Yew Fishing Rod (Elvaan Male)
90/93,Lu Shang's Fishing Rod (Elvaan Male)
90/94,Mithran Fishing Rod (Elvaan Female)
90/95,Composite Fishing Rod (Elvaan Female)
90/96,Single Hook Fishing Rod (Elvaan Female)
90/97,Clothspole Fishing Rod (Elvaan Female)
90/98,Carbon Fishing Rod (Elvaan Female)
90/99,Glass Fiber Fishing Rod (Elvaan Female)
90/100,Tarutaru Fishing Rod (Elvaan Female)
90/101,Bamboo Fishing Rod (Elvaan Female)
90/102,Fastwater Fishing Rod (Elvaan Female)
90/103,Willow Fishing Rod (Elvaan Female)
90/104,Yew Fishing Rod (Elvaan Female)
90/105,Lu Shang's Fishing Rod (Elvaan Female)
90/106,Mithran Fishing Rod (Tarutaru)
90/107,Composite Fishing Rod (Tarutaru)
90/108,Single Hook Fishing Rod (Tarutaru)
90/109,Clothspole Fishing Rod (Tarutaru)
90/110,Carbon Fishing Rod (Tarutaru)
90/111,Glass Fiber Fishing Rod (Tarutaru)
90/112,Tarutaru Fishing Rod (Tarutaru)
90/113,Bamboo Fishing Rod (Tarutaru)
90/114,Fastwater Fishing Rod (Tarutaru)
90/115,Willow Fishing Rod (Tarutaru)
90/116,Yew Fishing Rod (Tarutaru)
90/117,Lu Shang's Fishing Rod (Tarutaru)
90/118,Mithran Fishing Rod (Mithra)
90/119,Composite Fishing Rod (Mithra)
90/120,Single Hook Fishing Rod (Mithra)
90/121,Clothspole Fishing Rod (Mithra)
90/122,Carbon Fishing Rod (Mithra)
90/123,Glass Fiber Fishing Rod (Mithra)
90/124,Tarutaru Fishing Rod (Mithra)
90/125,Bamboo Fishing Rod (Mithra)
90/126,Fastwater Fishing Rod (Mithra)
90/127,Willow Fishing Rod (Mithra)
91/0,Yew Fishing Rod (Mithra)
91/1,Lu Shang's Fishing Rod (Mithra)
91/2,Mithran Fishing Rod (Galka)
91/3,Composite Fishing Rod (Galka)
91/4,Single Hook Fishing Rod (Galka)
91/5,Clothspole Fishing Rod (Galka)
91/6,Carbon Fishing Rod (Galka)
91/7,Glass Fiber Fishing Rod (Galka)
91/8,Tarutaru Fishing Rod (Galka)
91/9,Bamboo Fishing Rod (Galka)
91/10,Fastwater Fishing Rod (Galka)
91/11,Willow Fishing Rod (Galka)
91/12,Yew Fishing Rod (Galka)
91/13,Lu Shang's Fishing Rod (Galka)
92/101-102,Treasure Chest
92/103,Talking Doll
95/68,Mandragora
95/69,Perih Vashai
97/9-11,Mimic
97/12,Treant (Sakura)
97/58,Fire Elemental
97/59,Ice Elemental
97/60,Air Elemental
97/61,Earth Elemental
97/62,Water Elemental
97/63,Thunder Elemental
97/64,Light Elemental
97/65,Dark Elemental
97/66,Carbuncle
97/67,Fenrir
97/68,Ifrit
97/69,Titan
97/70,Leviathan
97/71,Garuda
97/72,Shiva
97/73,Ramuh
97/74,Wyvern (Pet)
97/75,Kam'lanaut (Battle)
97/77,Mithra (Ark Angel Sample)
97/78,Tarutaru Male (Ark Angel Sample)
97/79,Galka (?)
97/80,Spheroid
97/81,Wyvern
97/82-85,Gigas
97/86,Carbuncle Prime
97/88,King Ranperre (Lightbringer)
119/58,Ifrit Prime
119/59,Titan Prime
119/60,Leviathan Prime
119/61,Garuda Prime
119/62,Shiva Prime
119/63,Ramuh Prime
119/72-75,Spider
119/76,Wyvern (Ark Angel)
119/77,Tzee Xicu the Manifest
119/78,Za'Dha Adamantking
119/79,Fafnir
119/80,Elvaan Female (Bard)
119/81,Galka (Bard)
123/7,Eald'narche (Platform)
123/8,Exoplates
123/9,Spheroid
123/10,Eald'narche (Battle)
123/11,Platform
123/12,Eald'narche
125/72,Zeid (Battle)
125/73,Shadow of Rage
125/74,Volker (Battle)
125/75,Trion (Battle)
125/76,Ajido-Marujido (Battle)
125/77,Orc (Lightbringer)
128/78,Courier Carrie
128/79,New Year's decoration
128/80,Maat (Battle)
128/81-88,Starlight Celebration decoration
130/95-105,Sakura tree decoration
130/106-107,Doll Festival decoration
130/108,Wyvern (Dynamis)
130/109-113,Orc (Dynamis)
130/114-118,Quadav (Dynamis)
130/119-120,Orc Statue (Dynamis)
130/121-122,Quadav Statue (Dynamis)
130/123-124,Yagudo Statue (Dynamis)
130/125-126,Goblin Statue (Dynamis)
130/127-131/3,Yagudo (Dynamis)
131/4-8,Goblin (Dynamis)
136/9,Rook (Windurst vs. San d'Oria)
136/10,Rook (San d'Oria vs. Bastok)
136/11,Rook (Bastok vs. Windurst)
136/13,Adamantoise
136/14,Aspidochelone
136/15,Animated Longsword
136/16,Animated Knuckles
136/17,Animated Dagger
136/18,Animated Tabar
136/19,Animated Scythe
136/20,Animated Hammer
136/21,Animated Great Axe
136/22,Animated Claymore
136/23,Animated Spear
136/24,Animated Staff
136/25,Animated Kunai
136/26,Animated Tachi
136/27,Animated Longbow
136/28,Animated Gun
136/29,Animated Horn
136/51,Demon
142/94,Manticore
142/95,Cardian
142/96-98,Evil Weapon
142/99,Carbuncle (Event)
142/100,Shattered Telepoint
142/101,Book
142/102,Nomad Moogle
146/70,Vrtra
146/109-111,Moblin
147/4-7,Tonberry
148/64-65,Evil Weapon
148/68-69,Treant
148/92,Orc (Jumping)
148/93-100,Starlight Celebration decoration
148/103-105,New Year's decoration
148/106,Goblin on Chocobo
149/96,Bats
149/101,Kirin
149/115,Genbu
150/3-4,Clot
150/5,Seiryu
150/13,Treant
150/14,Makki-Chebukki
151/28,Nag'molada
151/29-30,Amulet
151/126,Tenzen (Battle)
151/127-152/6,Tonberry
152/21,Worm
152/36,Bats
152/48,Animated Shield
152/49;61,Enigmatic Youth
152/50;122,Tonberry
152/119-121,Antica
152/123-124,Flytrap
152/125-126,Eft
154/94,Unknown
154/107,Rook
154/108-111;155/31,Unknown
155/103,Goblin
156/15-16,Antlion
156/17,Diremite
156/18,Resheph
156/25,Prishe (Battle)
156/32,Enigmatic Youth (Battle)
156/33-40,Sunbreeze Festival
156/41-42,Buffalo
156/50,Enigmatic Youth
156/51-53;84-86,Harvest Festival decoration
156/120-121,Tarutaru (Dancing)
157/123,Sahagin
159/26-29,Antica
159/30-32,Sahagin
159/41,Fenrir
159/51,Diabolos
159/81,Bahamut
159/82,Eald'narche
159/83,Kam'lanaut
160/106-107,Cluster
161/2,Posten
161/3,Flanmmen-Brenner
162/48,Galka (Aht Urgan/Selbina sign)
162/127,Goblin
165/88,Automaton
165/114-115,Moblin
165/116,Goblin
165/117-118,Bugard
168/21,Chocobo Egg
168/22,Chocobo Baby
168/23,Chocobo Child (Yellow)
169/42,Chocobo Child (Black)
169/43,Chocobo Child (Blue)
169/44,Chocobo Child (Red)
169/45,Chocobo Child (Green)
170/57-59,Easter decoration
170/60-62,New Year's decoration
172/66,Mine
172/67,Tube
172/68,Bat
172/69,Rabbit
172/70,Bee
172/71,Bomb
172/72,Hecteyes
172/73,Orcish Machine
172/74,Wyrm
173/91,Bomb
174/64,Treasure Casket (Temp)
184/21,Treasure Casket (Locked)
184/119,Corse
185/4,Tauri
188/70,Synergy Furnace
189/39,Qiqirn
190/125,Goblin
191/1,Olgald
191/2,Rhea Myuliah
191/3,Laila
191/4-5,Cavernous Maw
197/76,Pixie
200/69,Red book (Battle)
202/44,npc_
202/45,Red book
202/46,White book
202/47,Chess table
203/121-123,Gigas
204/0,Chocobo Race winning line
204/1,White Chocobo
207/7,Ladybug
207/8,Slug
207/9,Rafflesia
207/10,Dark Ixion
207/11,clea
209/114,npc_
211/22,em_c
211/25,Armored Black Chocobo
212/44,Gargouille
213/28,Auroral Alicorn
216/1,Chigoe
216/5,Moogle
216/6,Nomad Moogle
216/42,Stuffed Chocobo
216/83,Shadow Lord Statue
217/32,Field Manual
217/55,Gold beastcoin
217/56,Lynx meat
217/60,Kam'lanaut
218/91,Large crate
218/92,Small crate
218/108,M.M.M. Shopfront
220/40,Treasure Chest
220/41,Tenshodo Coffer
220/81,Adamantiose Statue
220/82,Behemoth Statue
220/83,Fafnir Statue
221/127,Fishing Rod
222/24,kira
222/33,Nomad Moogle Statue
222/42,Chigoe
222/87,Ruszor
222/119,Amphiptere
223/4,Tauri
223/5-9,Demon
223/117,Goblin
224/22,Snoll
224/23,Dahak
224/52,Corpselight
224/94,obj_
225/5,Unknown
225/11,Bow of Light
225/12,Horn
227/45,Odin Statue
227/46,Alexander Statue
230/105,Hunt Registry
238/59,Lady Lilith (Armor)
238/91,Corpselight
238/98,Krabkatoa
239/35,Orcus
239/65,Magian Moogle
239/68,Snoll
239/69,Vampyr
239/70,Lord Ruthven
239/71,Verthandi
239/72,Yilbegan
239/127;240/0,Odin
240/56,Map table
240/109,Iratham
240/110,dark
240/111,Veridical Conflux
241/84,Purbol
241/85,Briareus
241/86,Lacovie
241/87,Black Pachypodium
241/88,Adenium
241/89,Vileberry
241/92,Gold Mimic
241/93,Gold Treasure Chest
241/94,Volker
245/35,Clionid
245/36,Limule
247/22,Clone Ward
249/48,Black Ahriman
249/49,Quetzalli
249/50,Karakul
249/51,Bhoot
249/52,Worm
249/53,Xzomit
249/54,Cuelebre
249/55,Wanderer
249/56,Weeper
249/57,Seether
249/58,Thinker
249/59,Gorger
249/60,Craver
249/61,Ovni
249/62,Qutrub
249/63,Qutrub weapon
249/64,Puk
249/65,Soulflayer
249/66,Adamantoise
249/67,Wyrm
249/68,Morbol
249/69,Karakul
249/70,Tiger
249/71,Blue Wyvern
249/72,Qutrub
250/2,Lycopodium
250/54,Cavernous Maw
250/62,Cerberus
250/63,Hydra
250/64,Khimaira
250/69,Kutharei
250/70,Yaanei
250/71,Sippoy
250/72,Titlacauan
250/73,Bukhis
250/74,Amhuluk
250/75,Worm
250/76,Iron Giant (Sword)
250/77,Iron Giant (Club)
250/78,Iron Giant head
250/79,Amoeban
250/80,Murex
257/66,Ark Angel HM Statue
257/67,Ark Angel EV Statue
257/68,Ark Angel TT Statue
257/69,Ark Angel MR Statue
257/70,Ark Angel GK Statue
257/71,Magian Moogle
258/40,Raptor
258/41,Lizard
258/42,Pugil
258/43,Courier Crab
258/44,Xzomit
258/45-46,Yellow Puk
258/47,Mandragora
258/48,Monoceros
258/49,Sedna
258/50,Lynx
258/51,Eruca
258/52,Green Crawler
258/56,Eruca
258/57,Euvhi
258/58,Smok
258/59,Hpemde
258/60,Phuabo
258/61-62,Zdei
258/63,guar
258/87,Apkallu
258/88,Oboron
258/89,Cirein-Croin
258/90,Oboron
258/91-92,Qiqirn
258/93,Marid
258/94,Draugar
258/95,Acrolith
258/96-97,Wamoura Prince
258/98,Wamoura
258/99,Archaic Gear
258/100,Archaic Gears
258/101,Archaic Chariot
258/102,Armored Chariot
258/103,Long Bowed Chariot
258/104,Battleclad Chariot
258/105,Long Armed Chariot
258/106-107,Dvergr
258/109,Spheroid
258/118-121,Abyssea Elemental
258/122,Shinryu
258/123,Rani
258/124,Raja
259/0,Magian Moogle
259/1,Bennu
259/2,Orthrus
259/3,Alfard
259/4,Khrysokhimaira
259/5,Blanga
259/11,Chickcharney
259/12,Isgebind
259/13,Pantokrator
259/14,Maere
259/15,Uragnite
259/16,Amphitrite
259/35,Lynx
259/36,Portia
259/73-80,Elemental Gyves
259/81,Degenhard
261/44,Goblin
261/45,White doves
261/46,Flower bouquet
261/50,Rabbit
261/56,Mildaurion
261/57,Prishe
261/110,Transscendental Radiance
262/29-30,Frog
262/101,Quasilumin
262/110,Voidwrought
262/111,Iron Giant (Club)
262/112,Iron Giant head
263/4,Hahava
263/5,Cait Sith
263/55,Planar Rift
263/56,Calaeno
263/75,Prishe Statue
265/20,Poroggo
265/102,Sabotender Campeador
265/107,Kaggen
265/108,Uptala
265/109,Aello
265/110,Scorpion
265/111,Lynx
265/112,Akvan
266/68,Samurai skeleton
266/122,Hippogryph
267/23,Pil
267/58,Large crystal
267/61,Ebisu Fishing Rod (Hume Male)
267/62,Ebisu Fishing Rod (Hume Female)
267/63,Ebisu Fishing Rod (Elvaan Male)
267/64,Ebisu Fishing Rod (Elvaan Female)
267/65,Ebisu Fishing Rod (Tarutaru)
267/66,Ebisu Fishing Rod (Mithra)
267/67,Ebisu Fishing Rod (Galka)
267/83,Flan
267/84,Gnat
267/85,Rafflesia
267/86,Wivre
267/87,Scolopendrid
267/88,Smilodon
267/111,Adenium
267/125,Lancing Lamorak
267/126,Ig-Alima
267/127,Botulus Rex
268/0,Asb
268/1,Rukh
268/2,Sarbaz
268/3,Bhishani
268/4,Kalasutrax
268/5,Gaunab
268/6,Ocythoe
268/7,RW NW Prt M Hrw
268/8,Gwynn Ap Nudd
268/9,Fjalar
268/10,Isarukitsck
268/11,Provenance Watcher
268/12,Abununnu
272/85,Memory Recepticle
272/86,Hippogryph
272/87,Stachysaurus
272/88-89,Sandworm
272/90,Wyvern
272/105,Smierc
277/5,Morta
277/6,Bismark
277/7,Wazir
277/8,Shah
277/9,Tsui-Goab
277/10,Dimgruzub
277/11,Brekekekex
277/12-13,Blue frog
280/4,Planar Rift
280/7,Mole
280/30,Crab
280/31,Yeti
280/83-84,Rock monster
282/116,Ark Angel HM
282/117,Ark Angel EV
282/118,Ark Angel TT
282/119,Ark Angel MR
282/120,Ark Angel GK
284/14,Mumor (Battle)
286/76,Red Wamoura
286/77,Mimic
286/78,Gallu
286/79,Black Leech
286/80,Tiamat Wyvern
286/81,Blue Bee
286/82,Furry Rarab
286/83,Red Raptor
286/84,Yellow Ladybug
286/95,Yve'noile
286/96,Tenzen
286/97,Lilisette (Battle)
286/98,Excenmille
286/99,Elvira
286/100,Lehko Habhoka
286/103,Treasure Chest
286/104,Ovjang
286/105,Mnejing
286/106,Cait Sith
286/107,Gilgamesh
286/108,Prince Luzaf
286/109,Ulmia
286/110,Murmor (Battle)
286/111,Aphmau (lol Battle)
286/112,Lion (Battle)